compra_venta,cantidad,precio,ofertada_casada
C,2.1,75.00,C
C,3.2,75.00,C
C,0.2,74.99,C
C,34.6,74.97,C
C,3.9,70.00,C
C,0.4,70.00,C
C,39.6,70.00,C
C,1.4,70.00,C
C,30.0,70.00,C
C,0.5,70.00,C
C,11.0,70.00,C
C,5.9,70.00,C
C,6.5,70.00,C
C,0.2,70.00,C
C,0.1,70.00,C
C,3.1,70.00,C
C,19.5,70.00,C
C,8.3,70.00,C
C,1.5,70.00,C
C,0.4,70.00,C
C,1.0,70.00,C
C,23.6,70.00,C
C,2.0,70.00,C
C,4.1,70.00,C
C,0.2,70.00,C
C,7.9,70.00,C
C,6.4,70.00,C
C,1.5,70.00,C
C,0.5,70.00,C
C,3.9,70.00,C
C,1.7,70.00,C
C,11.6,70.00,C
C,18.8,70.00,C
C,0.1,70.00,C
C,9.1,70.00,C
C,0.1,70.00,C
C,9.0,70.00,C
C,0.6,70.00,C
C,4.1,70.00,C
C,1.6,70.00,C
C,9.2,70.00,C
C,0.5,70.00,C
C,11.4,70.00,C
C,8.9,70.00,C
C,2.6,70.00,C
C,0.2,70.00,C
C,0.6,70.00,C
C,35.4,70.00,C
C,0.6,70.00,C
C,0.6,70.00,C
C,3.0,70.00,C
C,0.1,70.00,C
C,13.9,70.00,C
C,7.2,70.00,C
C,5.8,70.00,C
C,2.4,68.00,C
C,5.5,68.00,C
C,1.0,67.40,C
C,1.4,66.00,C
C,26.7,65.00,C
C,0.1,65.00,C
C,7.5,65.00,C
C,0.2,65.00,C
C,0.9,65.00,C
C,0.1,65.00,C
C,7.7,65.00,C
C,21.3,65.00,C
C,0.2,65.00,C
C,4.0,65.00,C
C,0.7,65.00,C
C,3.0,65.00,C
C,4.4,65.00,C
C,5.0,65.00,C
C,1.7,65.00,C
C,0.1,65.00,C
C,37.4,65.00,C
C,3.2,65.00,C
C,0.1,65.00,C
C,1.0,64.40,C
C,0.2,61.32,C
C,2.7,60.00,C
C,2.0,60.00,C
C,3.3,60.00,C
C,63.4,60.00,C
C,1.0,60.00,C
C,0.4,60.00,C
C,4.0,60.00,C
C,0.6,60.00,C
C,0.4,60.00,C
C,157.2,60.00,C
C,9.0,60.00,C
C,0.1,60.00,C
C,9.5,60.00,C
C,10.9,60.00,C
C,0.3,60.00,C
C,0.3,60.00,C
C,18.4,60.00,C
C,5.0,60.00,C
C,8.8,60.00,C
C,0.8,60.00,C
C,0.6,60.00,C
C,7.1,60.00,C
C,0.2,60.00,C
C,1.0,60.00,C
C,1.4,60.00,C
C,0.1,60.00,C
C,8.3,60.00,C
C,0.7,60.00,C
C,0.7,60.00,C
C,0.5,60.00,C
C,3.5,60.00,C
C,11.5,60.00,C
C,5.2,60.00,C
C,0.1,60.00,C
C,30.4,60.00,C
C,0.7,57.00,C
C,0.4,55.00,C
C,30.5,50.00,C
C,0.5,50.00,C
C,4.3,50.00,C
C,0.2,49.12,C
C,20.0,49.00,C
C,20.0,44.00,C
C,82.9,40.59,C
C,82.9,40.57,C
C,82.9,40.55,C
C,84.1,40.16,C
C,84.1,40.14,C
C,84.1,40.12,C
C,28.5,40.00,C
C,15.0,39.00,C
C,18.5,36.00,C
C,3.7,35.22,C
C,54.0,35.00,C
C,72.0,34.50,C
C,78.0,34.20,C
C,138.0,34.10,C
C,72.0,34.00,C
C,72.0,33.50,C
C,138.0,33.50,C
C,138.0,32.90,C
C,33.0,32.50,C
C,138.0,32.40,C
C,138.0,30.50,C
C,190.0,30.10,C
C,86.0,30.10,C
C,40.0,30.01,C
C,1.0,30.00,C
C,73.0,30.00,C
C,12.4,30.00,C
C,3.8,30.00,C
C,5.9,30.00,C
C,73.0,29.99,C
C,73.0,29.98,C
C,190.0,29.90,C
C,205.0,29.70,C
C,205.0,29.50,C
C,15.0,29.00,C
C,353.0,28.41,C
C,205.0,28.00,C
C,353.0,27.91,C
C,115.0,27.89,C
C,205.0,27.80,C
C,86.0,27.10,C
C,40.0,27.01,C
C,75.0,26.49,C
C,18.0,26.44,C
C,115.0,26.39,C
C,15.0,26.00,C
C,75.0,25.29,C
C,115.0,25.24,C
C,26.4,25.00,C
C,10.6,25.00,C
C,0.1,25.00,C
C,18.0,24.79,C
C,40.0,24.01,C
C,15.0,24.00,C
C,207.0,22.21,C
C,40.0,21.49,C
C,20.0,21.42,C
C,4.0,21.42,C
C,85.0,21.10,C
C,8.0,21.00,C
C,30.7,21.00,C
C,31.5,20.69,C
C,31.5,20.46,C
C,100.0,20.00,C
C,9.0,20.00,C
C,50.5,20.00,C
C,5.3,20.00,C
C,11.0,20.00,C
C,110.0,19.17,C
C,105.0,19.00,C
C,90.0,18.50,C
C,75.0,18.00,C
C,4.0,16.42,C
C,20.0,16.42,C
C,5.3,16.00,C
C,126.5,14.49,C
C,33.0,14.00,C
C,200.0,13.00,C
C,4.0,11.42,C
C,20.0,11.42,C
C,85.0,11.10,C
C,16.1,11.00,C
C,0.1,10.00,C
C,0.1,10.00,C
C,0.1,10.00,C
C,10.1,10.00,C
C,30.0,10.00,C
C,100.0,9.99,C
C,105.0,8.99,C
C,18.0,8.10,C
C,68.0,8.00,C
C,10.5,8.00,C
C,75.0,7.99,C
C,70.0,6.30,C
C,9.8,5.00,C
C,90.0,3.50,C
C,0,2.30,C
C,34.2,2.30,C
V,60.0,0,C
V,3.6,0,C
V,15.6,0,C
V,1.0,0,C
V,2.3,0,C
V,2.6,0,C
V,0.8,0,C
V,1.2,0,C
V,0.4,0,C
V,46.8,0,C
V,40.1,0,C
V,0.2,0,C
V,1.3,0,C
V,0.5,0,C
V,0.7,0,C
V,15.2,0,C
V,51.0,0,C
V,68.9,0,C
V,10.1,0,C
V,1.0,0,C
V,30.0,0,C
V,0.2,0,C
V,1.2,0,C
V,77.4,0,C
V,15.1,0,C
V,15.4,0,C
V,14.3,0,C
V,40.7,0,C
V,54.8,0,C
V,12.5,0,C
V,16.0,0,C
V,0.1,0,C
V,0.9,0,C
V,5.0,0,C
V,113.5,0,C
V,35.0,0,C
V,12.0,0,C
V,2.0,0,C
V,1.1,0,C
V,0.3,0,C
V,0.1,0,C
V,26.1,0,C
V,8.7,0,C
V,4.5,0,C
V,10.0,0,C
V,35.3,0,C
V,11.2,0,C
V,34.4,0,C
V,0.1,0,C
V,7.5,0,C
V,3.0,0,C
V,6.6,0,C
V,38.4,0,C
V,1.7,0,C
V,0.9,0,C
V,2.3,0,C
V,3.2,0,C
V,27.1,0,C
V,1.2,0,C
V,2.3,0,C
V,1.6,0,C
V,30.0,0,C
V,33.4,0,C
V,0.1,0,C
V,4.2,0,C
V,4.2,0,C
V,20.0,0,C
V,7.0,0,C
V,2.7,0,C
V,6.8,0,C
V,46.0,0,C
V,3.5,0,C
V,19.2,0,C
V,12.3,0,C
V,18.5,0,C
V,7.5,0,C
V,27.4,0,C
V,7.0,0,C
V,10.7,0,C
V,3.7,0,C
V,2.4,0,C
V,0.5,0,C
V,7.0,0,C
V,1.4,0,C
V,0.8,0,C
V,20.2,0,C
V,0.9,0,C
V,6.0,0,C
V,25.3,0,C
V,10.0,0,C
V,288.6,0,C
V,43.3,0,C
V,7.9,0,C
V,5.7,0,C
V,0.1,0,C
V,16.4,0,C
V,3.1,0,C
V,31.8,0,C
V,16.3,0,C
V,0.1,0,C
V,0.1,0,C
V,0.2,0,C
V,22.0,0,C
V,4.5,0,C
V,3.4,0,C
V,12.8,0,C
V,182.7,0,C
V,15.5,0,C
V,11.2,0,C
V,9.5,0,C
V,0.7,0,C
V,23.1,0,C
V,13.0,0,C
V,7.6,0,C
V,1.6,0,C
V,8.0,0,C
V,42.7,0,C
V,0.1,0,C
V,38.3,0,C
V,78.4,0,C
V,37.2,0,C
V,0.6,0,C
V,14.4,0,C
V,67.4,0,C
V,22.5,0,C
V,24.5,0,C
V,129.0,0,C
V,0.3,0,C
V,43.0,0,C
V,41.6,0,C
V,4.2,0,C
V,3.5,0,C
V,3.2,0,C
V,22.4,0,C
V,47.2,0,C
V,3.6,0,C
V,30.9,0,C
V,1.8,0,C
V,3.2,0,C
V,0.2,0,C
V,1.0,0,C
V,24.1,0,C
V,0.5,0,C
V,2.8,0,C
V,210.0,0,C
V,15.0,0,C
V,14.0,0,C
V,13.4,0,C
V,22.7,0,C
V,0.8,0,C
V,9.7,0,C
V,0.1,0,C
V,17.0,0,C
V,23.0,0,C
V,0.9,0,C
V,0.7,0,C
V,4.5,0,C
V,13.8,0,C
V,36.2,0,C
V,0.2,0,C
V,3.1,0,C
V,2.5,0,C
V,4.2,0,C
V,4.8,0,C
V,2.3,0,C
V,81.2,0,C
V,0.1,0,C
V,5.0,0,C
V,4.5,0,C
V,25.7,0,C
V,12.6,0,C
V,4.3,0,C
V,1.2,0,C
V,18.0,0,C
V,22.7,0,C
V,18.2,0,C
V,14.1,0,C
V,0.1,0,C
V,16.6,0,C
V,3.2,0,C
V,16.3,0,C
V,28.0,0,C
V,17.1,0,C
V,0.6,0,C
V,1.1,0,C
V,0.6,0,C
V,127.2,0,C
V,0.2,0,C
V,1.0,0,C
V,10.0,0,C
V,0.2,0,C
V,1.3,0,C
V,1.7,0,C
V,7.4,0,C
V,5.3,0,C
V,6.2,0,C
V,28.2,0,C
V,2.4,0,C
V,3.2,0,C
V,3.3,0,C
V,15.5,0,C
V,1.1,0,C
V,2.4,0,C
V,22.7,0,C
V,0.8,0,C
V,4.9,0,C
V,4.8,0,C
V,0.8,0,C
V,7.3,0,C
V,0.3,0,C
V,183.6,0,C
V,12.2,0,C
V,3.2,0,C
V,0.7,0,C
V,0.4,0,C
V,25.7,0,C
V,20.5,0,C
V,3.7,0,C
V,1.6,0,C
V,4.1,0,C
V,12.5,0,C
V,2.2,0,C
V,2.4,0,C
V,0.2,0,C
V,13.1,0,C
V,2.6,0,C
V,19.9,0,C
V,0.2,0,C
V,5.0,0,C
V,0.9,0,C
V,22.7,0,C
V,0.1,0,C
V,25.0,0,C
V,65.0,0,C
V,2.0,0,C
V,0.7,0,C
V,6.7,0,C
V,1.4,0,C
V,4.9,0,C
V,16.9,0,C
V,1.1,0,C
V,1.5,0,C
V,15.0,0,C
V,0.6,0,C
V,23.4,0,C
V,7.0,0,C
V,217.0,0,C
V,66.6,0,C
V,25.3,0,C
V,22.9,0,C
V,67.4,0,C
V,18.1,0,C
V,7.1,0,C
V,1.7,0,C
V,39.4,0,C
V,19.3,0,C
V,3.1,0,C
V,4.4,0,C
V,1.9,0,C
V,534.7,0,C
V,26.3,0,C
V,0.3,0,C
V,8.9,0,C
V,0.1,0,C
V,15.8,0,C
V,17.0,0,C
V,13.9,0,C
V,4.8,0,C
V,49.7,0,C
V,151.0,0,C
V,154.3,0,C
V,4.8,0,C
V,21.0,0,C
V,12.0,0,C
V,12.0,0,C
V,43.1,0,C
V,91.1,0,C
V,39.0,0,C
V,20.6,0,C
V,0.9,0,C
V,16.3,0,C
V,2.0,0,C
V,0.3,0,C
V,130.0,0,C
V,81.7,0,C
V,0.3,0,C
V,32.0,0,C
V,1.3,0,C
V,2.2,0,C
V,3.0,0,C
V,4.5,0,C
V,22.7,0,C
V,2.3,0,C
V,14.4,0,C
V,1.9,0,C
V,6.2,0,C
V,4.5,0,C
V,13.8,0,C
V,8.1,0,C
V,1.7,0,C
V,0.2,0,C
V,18.2,0,C
V,20.5,0,C
V,5.0,0,C
V,6.9,0,C
V,40.2,0,C
V,1.5,0,C
V,16.8,0,C
V,159.3,0,C
V,5.1,0,C
V,1.1,0,C
V,8.4,0,C
V,14.3,0,C
V,107.3,0,C
V,132.5,0,C
V,14.6,0,C
V,0.3,0,C
V,1.0,0,C
V,30.7,0,C
V,9.0,0,C
V,10.2,0,C
V,0.5,0,C
V,3.2,0,C
V,22.7,0,C
V,78.2,0,C
V,0.1,0,C
V,4.7,0,C
V,4.0,0,C
V,7.2,0,C
V,3.0,0,C
V,7.0,0,C
V,2.1,0,C
V,9.5,0,C
V,3.4,0,C
V,0.5,0,C
V,2.9,0,C
V,32.2,0,C
V,22.6,0,C
V,22.4,0,C
V,6.2,0,C
V,9.2,0,C
V,1.7,0,C
V,51.4,0,C
V,0.1,0,C
V,13.8,0,C
V,21.3,0,C
V,16.2,0,C
V,0.1,0,C
V,6.7,0,C
V,1.8,0,C
V,26.3,0,C
V,19.1,0,C
V,13.8,0,C
V,9.6,0,C
V,39.4,0,C
V,0.8,0,C
V,7.0,0,C
V,49.0,0,C
V,6.0,0,C
V,20.0,0,C
V,15.8,0,C
V,0.5,0,C
V,1.0,0,C
V,7.3,0,C
V,1.6,0,C
V,7.4,0,C
V,30.9,0,C
V,2.9,0,C
V,43.7,0,C
V,0.2,0,C
V,5.5,0,C
V,23.1,0,C
V,0.2,0,C
V,58.4,0,C
V,32.0,0,C
V,35.1,0,C
V,111.2,0,C
V,35.8,0,C
V,93.6,0,C
V,0.6,0,C
V,0.9,0,C
V,40.0,0,C
V,42.0,0,C
V,3.5,0,C
V,2.0,0,C
V,35.0,0,C
V,4.2,0,C
V,79.7,0,C
V,1.2,0,C
V,3.1,0,C
V,4.0,0,C
V,0.4,0,C
V,0.9,0,C
V,0.6,0,C
V,15.4,0,C
V,1.3,0,C
V,0.7,0,C
V,14.6,0,C
V,0.4,0,C
V,48.4,0,C
V,1.7,0,C
V,0.1,0,C
V,7.8,0,C
V,11.5,0,C
V,1.2,0,C
V,0.7,0,C
V,2.7,0,C
V,30.0,0,C
V,1.3,0,C
V,15.0,0,C
V,14.7,0,C
V,2.9,0,C
V,3.0,0,C
V,2.7,0,C
V,1.2,0,C
V,0.8,0,C
V,124.1,0,C
V,3.4,0,C
V,29.8,0,C
V,6.6,0,C
V,26.8,0,C
V,11.0,0,C
V,45.8,0,C
V,15.6,0,C
V,10.0,0,C
V,24.9,0,C
V,1.1,0,C
V,14.2,0,C
V,28.7,0,C
V,47.8,0,C
V,166.3,0,C
V,23.6,0,C
V,32.4,0,C
V,24.0,0,C
V,5.1,0,C
V,18.8,0,C
V,10.8,0,C
V,0.6,0,C
V,40.3,0,C
V,17.5,0,C
V,11.5,0,C
V,12.0,0,C
V,1.5,0,C
V,0.9,0,C
V,8.2,0,C
V,2.2,0,C
V,112.6,0,C
V,10.0,0,C
V,38.7,0,C
V,37.0,0,C
V,37.4,0,C
V,2.9,0,C
V,1.9,0,C
V,1.6,0,C
V,6.2,0,C
V,23.5,0,C
V,5.9,0,C
V,3.5,0,C
V,0.7,0,C
V,0.7,0,C
V,1.7,0,C
V,3.2,0,C
V,68.4,0,C
V,7.0,0,C
V,0.3,0,C
V,24.5,0,C
V,1.7,0,C
V,5.2,0,C
V,22.7,0,C
V,1.8,0,C
V,2.3,0,C
V,12.3,0,C
V,24.7,0,C
V,0.3,0,C
V,2.5,0,C
V,1.5,0,C
V,19.5,0,C
V,0.1,0,C
V,4.6,0,C
V,9.1,0,C
V,0.4,0,C
V,640.0,0,C
V,2.0,0,C
V,22.7,0,C
V,25.4,0,C
V,6.8,0,C
V,6.4,0,C
V,29.5,0,C
V,17.0,0,C
V,1.5,0,C
V,1.0,0,C
V,27.4,0,C
V,1.8,0,C
V,0.1,0,C
V,81.6,0,C
V,125.9,0,C
V,4.9,0,C
V,3.0,0,C
V,17.3,0,C
V,348.9,0,C
V,261.2,0,C
V,2.0,0,C
V,3.7,0,C
V,29.6,0,C
V,4.1,0,C
V,12.8,0,C
V,13.1,0,C
V,20.6,0,C
V,3.7,0,C
V,18.2,0,C
V,9.5,0,C
V,67.3,0,C
V,34.9,0,C
V,2.3,0,C
V,1.8,0,C
V,1.8,0,C
V,3.9,0,C
V,0.6,0,C
V,1.0,0,C
V,6.0,0,C
V,16.6,0,C
V,18.1,0,C
V,130.3,0,C
V,0.9,0,C
V,5.4,0,C
V,21.6,0,C
V,15.9,0,C
V,32.0,0,C
V,99.5,0,C
V,0.9,0,C
V,20.4,0,C
V,8.0,0,C
V,0.1,0,C
V,68.5,0,C
V,4.4,0,C
V,1.4,0,C
V,12.6,0,C
V,2.2,0,C
V,14.2,0,C
V,37.8,0,C
V,34.2,0,C
V,21.2,0,C
V,0.9,0,C
V,6.4,0,C
V,45.5,0,C
V,0.3,0,C
V,87.0,0,C
V,31.8,0,C
V,14.1,0,C
V,0.7,0,C
V,0.3,0,C
V,25.0,0,C
V,9.2,0,C
V,0.3,0,C
V,16.5,0,C
V,25.5,0,C
V,9.8,0,C
V,42.9,0,C
V,0.2,0,C
V,13.0,0,C
V,6.0,0,C
V,3.3,0,C
V,4.7,0,C
V,20.8,0,C
V,21.8,0,C
V,4.5,0,C
V,65.2,0,C
V,4.5,0,C
V,0.4,0,C
V,2.7,0,C
V,18.0,0,C
V,14.2,0,C
V,0.4,0,C
V,2.1,0,C
V,16.5,0,C
V,18.2,0,C
V,18.2,0,C
V,98.1,0,C
V,9.4,0,C
V,0.6,0,C
V,9.0,0,C
V,18.2,0,C
V,20.8,0,C
V,4096.0,0,C
V,17.8,0,C
V,24.1,0,C
V,8.7,0,C
V,39.5,0,C
V,45.8,0,C
V,1.2,0,C
V,1.7,0,C
V,22.4,0,C
V,42.8,0,C
V,0.8,0,C
V,16.1,0,C
V,0.8,0,C
V,9.8,0,C
V,7.8,0,C
V,2.2,0,C
V,120.9,0,C
V,1.8,0,C
V,21.3,0,C
V,12.7,0,C
V,57.4,0,C
V,19.5,0,C
V,0.6,0,C
V,0.6,0,C
V,34.8,0,C
V,0.9,0,C
V,11.6,0,C
V,7.9,0,C
V,10.3,0,C
V,19.3,0,C
V,9.0,0,C
V,1.5,0,C
V,1.8,0,C
V,12.8,0,C
V,2.8,0,C
V,246.1,0,C
V,145.6,0,C
V,1.7,0,C
V,0.5,0,C
V,23.5,0,C
V,42.0,0,C
V,0.5,0,C
V,0.1,0,C
V,12.0,0,C
V,45.5,0,C
V,3.5,0,C
V,14.0,0,C
V,221.6,0,C
V,12.8,0,C
V,11.2,0,C
V,25.4,0,C
V,0.2,0,C
V,12.3,0,C
V,0.8,0,C
V,27.5,0,C
V,4.1,0,C
V,19.3,0,C
V,52.9,0,C
V,24.3,0,C
V,28.8,0,C
V,11.5,0,C
V,3.5,0,C
V,48.4,0,C
V,2.0,0,C
V,8.6,0,C
V,15.4,0,C
V,44.2,0,C
V,20.3,0,C
V,3.1,0,C
V,1.9,0,C
V,0.9,0,C
V,17.3,0,C
V,1.0,0,C
V,1.2,0,C
V,8.5,0,C
V,1.2,0,C
V,2.9,0,C
V,4.5,0,C
V,14.2,0,C
V,128.3,0,C
V,19.5,0,C
V,2.0,0,C
V,0.1,0,C
V,78.3,0,C
V,7.4,0,C
V,1.5,0,C
V,14.9,0,C
V,106.0,0,C
V,14.1,0,C
V,134.6,0,C
V,14.2,0,C
V,14.7,0,C
V,0.5,0,C
V,107.7,0,C
V,142.9,0,C
V,1.0,0,C
V,20.6,0,C
V,26.9,0,C
V,0.2,0,C
V,2.9,0,C
V,28.0,0,C
V,3.4,0,C
V,1.9,0,C
V,13.5,0,C
V,6.9,0,C
V,13.6,0,C
V,11.8,0,C
V,20.0,0,C
V,516.3,0,C
V,3.3,0,C
V,50.1,0,C
V,82.5,0,C
V,0.9,0,C
V,1.6,0,C
V,0.2,0,C
V,2.5,0,C
V,10.5,0,C
V,5.8,0,C
V,35.6,0,C
V,1.8,0,C
V,33.5,0,C
V,103.7,0,C
V,32.0,0,C
V,0.4,0,C
V,0.4,0,C
V,22.7,0,C
V,5.1,0,C
V,1.2,0,C
V,3.1,0,C
V,2.4,0,C
V,1.9,0,C
V,3.1,0,C
V,1.0,0,C
V,36.0,0,C
V,11.7,0,C
V,8.9,0,C
V,3.5,0,C
V,5.4,0,C
V,0.4,0,C
V,29.9,0,C
V,0.9,0,C
V,29.3,0,C
V,8.6,0,C
V,15.7,0,C
V,8.3,0,C
V,0.4,0,C
V,2.3,0,C
V,6.5,0,C
V,2.5,0,C
V,0.5,0,C
V,0.2,0,C
V,11.3,0,C
V,4.8,0,C
V,1.0,0,C
V,1.4,0,C
V,4.0,0,C
V,30.7,0,C
V,48.1,0,C
V,0.6,0,C
V,4.2,0,C
V,0.7,0,C
V,350.0,0,C
V,0.5,0,C
V,3.8,0,C
V,12.2,0,C
V,20.3,0,C
V,22.7,0,C
V,17.2,0,C
V,20.0,0,C
V,3.4,0,C
V,27.5,0,C
V,11.8,0,C
V,43.6,0,C
V,15.0,0,C
V,9.0,0,C
V,15.8,0,C
V,227.7,0,C
V,7.9,0,C
V,121.3,0,C
V,21.0,0,C
V,19.4,0,C
V,16.3,0,C
V,4.1,0,C
V,1.4,0,C
V,22.4,0,C
V,4.4,0,C
V,0.5,0,C
V,0.3,0,C
V,8.4,0,C
V,3.6,0,C
V,2.0,0,C
V,12.8,0,C
V,59.0,0,C
V,8.5,0,C
V,78.0,0,C
V,27.0,0,C
V,21.5,0,C
V,343.5,0,C
V,33.4,0.01,C
V,86.6,0.01,C
V,369.9,0.01,C
V,1474.1,0.01,C
V,32.0,0.01,C
V,123.1,0.01,C
V,335.1,0.01,C
V,27.7,0.01,C
V,93.4,0.01,C
V,26.0,0.01,C
V,0.3,0.01,C
V,78.0,0.01,C
V,0.9,0.01,C
V,24.0,0.02,C
V,52.0,0.02,C
V,52.0,0.02,C
V,48.0,0.03,C
V,87.6,0.04,C
V,12.0,0.08,C
V,12.0,0.10,C
V,21.6,0.10,C
V,34.4,0.10,C
V,0.6,0.10,C
V,37.2,0.10,C
V,12.0,0.10,C
V,45.7,0.10,C
V,20.0,0.10,C
V,52.2,0.15,C
V,484.8,0.15,C
V,65.6,0.15,C
V,22.1,0.15,C
V,0.1,0.15,C
V,34.3,0.15,C
V,45.6,0.15,C
V,154.3,0.15,C
V,16.3,0.15,C
V,3.7,0.15,C
V,66.5,0.15,C
V,414.3,0.16,C
V,282.2,0.16,C
V,2.5,0.19,C
V,40.5,0.20,C
V,0.1,0.20,C
V,0.2,0.20,C
V,0.1,0.21,C
V,0.2,0.22,C
V,0.2,0.23,C
V,50.0,0.32,C
V,22.0,0.33,C
V,10.5,0.50,C
V,0.8,0.50,C
V,0.2,0.50,C
V,0.4,0.50,C
V,2.7,0.56,C
V,8.0,0.56,C
V,42.9,0.57,C
V,43.5,0.57,C
V,31.0,0.58,C
V,50.0,0.62,C
V,22.0,0.63,C
V,31.0,0.69,C
V,10.0,0.79,C
V,0.4,0.81,C
V,1.0,0.82,C
V,1.0,0.83,C
V,1.0,1.00,C
V,25.6,1.00,C
V,16.0,1.00,C
V,3.5,1.00,C
V,0.5,1.00,C
V,60.0,1.00,C
V,28.0,1.00,C
V,117.1,1.00,C
V,0.2,1.00,C
V,12.5,1.49,C
V,0.5,1.51,C
V,1.2,1.52,C
V,1.2,1.53,C
V,184.1,1.95,C
V,2459.4,1.95,C
V,1.2,2.00,C
V,1.0,2.00,C
V,0.5,2.00,C
V,0.2,2.00,C
V,21.9,2.01,C
V,5.7,2.24,C
V,0,2.30,C
